Amount,MerchantID,TransactionType,Location,IsFraud,Date
3847.37,924,purchase,Chicago,0,2025-08-25 22:00:00
666.69,334,purchase,Philadelphia,0,2025-08-25 23:00:00
308.54,380,purchase,Philadelphia,0,2025-08-26 00:00:00
926.8,219,refund,Dallas,0,2025-08-26 01:00:00
1174.23,658,purchase,Houston,0,2025-08-26 02:00:00
191.24,810,purchase,San Antonio,0,2025-08-26 03:00:00
1527.9,809,purchase,Austin,0,2025-08-26 04:00:00
384.85,454,purchase,New York,0,2025-08-26 05:00:00
6069.48,673,purchase,New York,0,2025-08-26 06:00:00
1851.89,741,purchase,Los Angeles,0,2025-08-26 07:00:00
735.17,746,purchase,Houston,0,2025-08-26 08:00:00
520.52,89,purchase,Philadelphia,0,2025-08-26 09:00:00
987.36,333,refund,Houston,0,2025-08-26 10:00:00
2023.92,310,purchase,Philadelphia,0,2025-08-26 11:00:00
1069.03,727,refund,Los Angeles,0,2025-08-26 12:00:00
882.57,420,purchase,Dallas,0,2025-08-26 13:00:00
1162.55,609,purchase,Chicago,0,2025-08-26 14:00:00
599.53,725,purchase,San Antonio,0,2025-08-26 15:00:00
778.05,354,purchase,New York,0,2025-08-26 16:00:00
136.21,824,purchase,San Diego,0,2025-08-26 17:00:00
2903.66,100,purchase,Houston,0,2025-08-26 18:00:00
1478.52,145,refund,Phoenix,0,2025-08-26 19:00:00
506.0,10,purchase,San Antonio,0,2025-08-26 20:00:00
7322.7,983,purchase,Chicago,0,2025-08-26 21:00:00
1196.33,44,purchase,Dallas,0,2025-08-26 22:00:00
389.11,763,purchase,Dallas,0,2025-08-26 23:00:00
2583.08,386,refund,San Diego,0,2025-08-27 00:00:00
1632.79,739,purchase,New York,0,2025-08-27 01:00:00
1627.14,910,purchase,Los Angeles,0,2025-08-27 02:00:00
716.4,761,purchase,Los Angeles,0,2025-08-27 03:00:00
1720.72,495,purchase,Chicago,0,2025-08-27 04:00:00
844.08,493,purchase,Los Angeles,0,2025-08-27 05:00:00
1912.07,169,purchase,New York,0,2025-08-27 06:00:00
163.21,642,purchase,Phoenix,0,2025-08-27 07:00:00
710.61,531,purchase,Philadelphia,0,2025-08-27 08:00:00
6137.39,336,purchase,San Antonio,0,2025-08-27 09:00:00
509.25,747,purchase,Austin,0,2025-08-27 10:00:00
599.54,857,purchase,San Antonio,0,2025-08-27 11:00:00
700.67,513,purchase,Los Angeles,0,2025-08-27 12:00:00
325.45,130,refund,San Antonio,0,2025-08-27 13:00:00
120.51,539,purchase,Los Angeles,0,2025-08-27 14:00:00
870.8,514,refund,Los Angeles,0,2025-08-27 15:00:00
1256.22,250,refund,Philadelphia,0,2025-08-27 16:00:00
1040.54,734,purchase,Philadelphia,0,2025-08-27 17:00:00
948.73,947,purchase,San Diego,0,2025-08-27 18:00:00
1144.86,138,purchase,Phoenix,0,2025-08-27 19:00:00
3049.83,275,purchase,Phoenix,0,2025-08-27 20:00:00
906.47,464,purchase,Austin,0,2025-08-27 21:00:00
617.65,141,purchase,New York,0,2025-08-27 22:00:00
827.89,944,purchase,Houston,0,2025-08-27 23:00:00
1957.35,256,purchase,New York,0,2025-08-28 00:00:00
4500.87,882,refund,Austin,0,2025-08-28 01:00:00
585.14,824,purchase,Phoenix,0,2025-08-28 02:00:00
1210.68,456,refund,San Diego,0,2025-08-28 03:00:00
1538.18,952,purchase,New York,0,2025-08-28 04:00:00
406.43,434,purchase,Chicago,0,2025-08-28 05:00:00
1119.25,607,purchase,New York,0,2025-08-28 06:00:00
253.24,173,refund,Philadelphia,0,2025-08-28 07:00:00
186.97,473,purchase,Austin,0,2025-08-28 08:00:00
1582.48,955,purchase,New York,0,2025-08-28 09:00:00
747.04,423,refund,Austin,0,2025-08-28 10:00:00
1342.49,917,purchase,Chicago,0,2025-08-28 11:00:00
1077.18,439,purchase,Phoenix,0,2025-08-28 12:00:00
413.06,57,refund,Phoenix,0,2025-08-28 13:00:00
1048.11,498,refund,Los Angeles,0,2025-08-28 14:00:00
319.55,614,purchase,Chicago,0,2025-08-28 15:00:00
4407.1,169,purchase,Dallas,0,2025-08-28 16:00:00
282.6,989,refund,New York,0,2025-08-28 17:00:00
901.64,582,refund,New York,0,2025-08-28 18:00:00
386.73,850,purchase,Los Angeles,0,2025-08-28 19:00:00
1939.96,561,purchase,San Diego,0,2025-08-28 20:00:00
787.27,428,purchase,Philadelphia,0,2025-08-28 21:00:00
652.84,419,purchase,Houston,0,2025-08-28 22:00:00
2573.96,347,purchase,San Antonio,0,2025-08-28 23:00:00
1129.39,517,purchase,Philadelphia,0,2025-08-29 00:00:00
1838.39,455,purchase,Dallas,0,2025-08-29 01:00:00
411.03,714,purchase,Philadelphia,0,2025-08-29 02:00:00
269.13,202,purchase,Los Angeles,0,2025-08-29 03:00:00
1220.73,179,purchase,Chicago,0,2025-08-29 04:00:00
797.24,57,purchase,Dallas,0,2025-08-29 05:00:00
2051.72,698,refund,San Antonio,0,2025-08-29 06:00:00
1012.41,604,refund,Philadelphia,0,2025-08-29 07:00:00
1346.25,804,purchase,Phoenix,0,2025-08-29 08:00:00
216.29,906,refund,Chicago,0,2025-08-29 09:00:00
7247.68,946,purchase,Houston,0,2025-08-29 10:00:00
930.53,995,purchase,New York,0,2025-08-29 11:00:00
2203.03,501,refund,Phoenix,0,2025-08-29 12:00:00
475.28,739,purchase,San Antonio,0,2025-08-29 13:00:00
1492.2,933,purchase,Los Angeles,0,2025-08-29 14:00:00
298.02,112,purchase,San Diego,0,2025-08-29 15:00:00
1723.42,148,purchase,Austin,0,2025-08-29 16:00:00
768.18,781,purchase,Philadelphia,0,2025-08-29 17:00:00
1129.12,715,refund,Austin,0,2025-08-29 18:00:00
2203.88,378,purchase,Chicago,0,2025-08-29 19:00:00
319.72,877,refund,Los Angeles,0,2025-08-29 20:00:00
553.08,915,refund,San Diego,0,2025-08-29 21:00:00
1732.51,348,purchase,Houston,0,2025-08-29 22:00:00
8939.38,358,purchase,San Antonio,0,2025-08-29 23:00:00
955.2,56,purchase,San Antonio,0,2025-08-30 00:00:00
1980.56,813,purchase,Austin,0,2025-08-30 01:00:00
985.38,316,purchase,Dallas,0,2025-08-30 02:00:00
7648.35,964,refund,Austin,0,2025-08-30 03:00:00
191.1,185,purchase,San Diego,0,2025-08-30 04:00:00
1205.47,54,purchase,San Diego,0,2025-08-30 05:00:00
215.82,37,purchase,San Antonio,0,2025-08-30 06:00:00
89.43,723,purchase,Austin,0,2025-08-30 07:00:00
1476.55,805,purchase,Phoenix,0,2025-08-30 08:00:00
1260.8,270,refund,Dallas,0,2025-08-30 09:00:00
824.82,863,refund,San Antonio,0,2025-08-30 10:00:00
986.15,732,purchase,Chicago,0,2025-08-30 11:00:00
24301.65,508,purchase,Philadelphia,0,2025-08-30 12:00:00
847.11,228,purchase,Chicago,0,2025-08-30 13:00:00
1826.44,428,purchase,Philadelphia,0,2025-08-30 14:00:00
572.86,870,purchase,San Diego,0,2025-08-30 15:00:00
1473.26,723,purchase,Dallas,0,2025-08-30 16:00:00
864.17,810,purchase,Los Angeles,0,2025-08-30 17:00:00
727.4,1,purchase,Philadelphia,0,2025-08-30 18:00:00
6760.81,23,purchase,Chicago,0,2025-08-30 19:00:00
3558.82,503,purchase,San Antonio,0,2025-08-30 20:00:00
1257.33,448,purchase,Houston,0,2025-08-30 21:00:00
109.49,796,purchase,Phoenix,0,2025-08-30 22:00:00
764.32,496,purchase,Austin,0,2025-08-30 23:00:00
16367.08,900,purchase,Philadelphia,0,2025-08-31 00:00:00
870.74,425,refund,San Diego,0,2025-08-31 01:00:00
3305.09,700,purchase,Los Angeles,0,2025-08-31 02:00:00
4637.55,18,purchase,Houston,0,2025-08-31 03:00:00
1365.07,959,refund,Houston,0,2025-08-31 04:00:00
472.57,445,purchase,Philadelphia,0,2025-08-31 05:00:00
96.03,561,purchase,Houston,0,2025-08-31 06:00:00
2173.65,559,purchase,Phoenix,0,2025-08-31 07:00:00
485.53,627,purchase,Phoenix,0,2025-08-31 08:00:00
1307.86,39,purchase,San Diego,0,2025-08-31 09:00:00
314.25,729,purchase,Houston,0,2025-08-31 10:00:00
841.14,210,purchase,Philadelphia,0,2025-08-31 11:00:00
1134.24,774,purchase,San Antonio,0,2025-08-31 12:00:00
1434.53,211,refund,San Diego,0,2025-08-31 13:00:00
359.67,565,purchase,Dallas,0,2025-08-31 14:00:00
3629.72,972,purchase,Austin,0,2025-08-31 15:00:00
603.72,281,purchase,San Diego,0,2025-08-31 16:00:00
205.52,867,purchase,Houston,0,2025-08-31 17:00:00
983.36,833,purchase,Houston,0,2025-08-31 18:00:00
1134.99,133,purchase,Austin,0,2025-08-31 19:00:00
1287.67,449,purchase,Phoenix,0,2025-08-31 20:00:00
4281.82,264,purchase,Chicago,0,2025-08-31 21:00:00
865.71,807,purchase,Los Angeles,0,2025-08-31 22:00:00
973.0,111,purchase,Los Angeles,0,2025-08-31 23:00:00
363.88,555,purchase,Dallas,0,2025-09-01 00:00:00
2491.28,850,refund,San Diego,0,2025-09-01 01:00:00
1318.58,238,purchase,Philadelphia,0,2025-09-01 02:00:00
720.52,891,purchase,Dallas,0,2025-09-01 03:00:00
163.26,457,purchase,Phoenix,0,2025-09-01 04:00:00
4649.02,901,purchase,Austin,0,2025-09-01 05:00:00
321.28,759,purchase,New York,0,2025-09-01 06:00:00
607.12,516,purchase,San Diego,0,2025-09-01 07:00:00
1569.24,876,refund,Chicago,1,2025-09-01 08:00:00
331.44,861,purchase,Dallas,0,2025-09-01 09:00:00
246.29,897,refund,New York,0,2025-09-01 10:00:00
131.11,862,purchase,Chicago,0,2025-09-01 11:00:00
2255.21,824,purchase,New York,0,2025-09-01 12:00:00
635.76,173,purchase,New York,0,2025-09-01 13:00:00
20481.35,193,purchase,Philadelphia,1,2025-09-01 14:00:00
405.71,515,purchase,Houston,0,2025-09-01 15:00:00
436.4,790,purchase,Austin,0,2025-09-01 16:00:00
623.04,968,purchase,Houston,0,2025-09-01 17:00:00
1398.47,568,refund,Phoenix,0,2025-09-01 18:00:00
685.26,786,purchase,Chicago,0,2025-09-01 19:00:00
2022.99,409,purchase,Los Angeles,0,2025-09-01 20:00:00
412.16,688,purchase,Austin,0,2025-09-01 21:00:00
275.45,628,purchase,San Diego,0,2025-09-01 22:00:00
181.6,84,purchase,San Antonio,0,2025-09-01 23:00:00
118.68,671,refund,Austin,0,2025-09-02 00:00:00
653.23,798,purchase,Houston,0,2025-09-02 01:00:00
811.61,80,purchase,Los Angeles,0,2025-09-02 02:00:00
583.22,578,purchase,Dallas,0,2025-09-02 03:00:00
3802.47,209,purchase,San Diego,0,2025-09-02 04:00:00
3744.45,522,purchase,Houston,0,2025-09-02 05:00:00
784.62,199,purchase,Phoenix,0,2025-09-02 06:00:00
182.38,571,purchase,Austin,1,2025-09-02 07:00:00
622.22,234,purchase,Philadelphia,0,2025-09-02 08:00:00
601.95,819,purchase,Houston,0,2025-09-02 09:00:00
568.42,244,purchase,Los Angeles,0,2025-09-02 10:00:00
545.82,891,purchase,Phoenix,0,2025-09-02 11:00:00
570.51,393,purchase,New York,0,2025-09-02 12:00:00
745.06,566,refund,San Antonio,0,2025-09-02 13:00:00
580.83,446,purchase,Dallas,0,2025-09-02 14:00:00
1350.62,849,refund,Chicago,0,2025-09-02 15:00:00
1572.42,393,purchase,Philadelphia,0,2025-09-02 16:00:00
441.14,9,purchase,Dallas,0,2025-09-02 17:00:00
3909.11,613,purchase,Houston,0,2025-09-02 18:00:00
411.55,920,purchase,Philadelphia,0,2025-09-02 19:00:00
217.5,807,purchase,Chicago,0,2025-09-02 20:00:00
1604.84,715,purchase,Dallas,0,2025-09-02 21:00:00
484.25,904,purchase,San Antonio,0,2025-09-02 22:00:00
1512.16,153,refund,San Antonio,0,2025-09-02 23:00:00
99.12,110,purchase,Houston,0,2025-09-03 00:00:00
4413.64,834,purchase,Philadelphia,0,2025-09-03 01:00:00
2148.0,266,purchase,San Diego,0,2025-09-03 02:00:00
244.58,373,purchase,Philadelphia,0,2025-09-03 03:00:00
249.94,152,refund,Philadelphia,0,2025-09-03 04:00:00
5838.71,976,purchase,Houston,0,2025-09-03 05:00:00
524.59,595,refund,San Diego,0,2025-09-03 06:00:00
476.19,955,refund,Austin,0,2025-09-03 07:00:00
113.74,415,purchase,San Diego,0,2025-09-03 08:00:00
772.18,907,purchase,Dallas,0,2025-09-03 09:00:00
873.3,646,purchase,Philadelphia,0,2025-09-03 10:00:00
2242.83,326,purchase,Los Angeles,0,2025-09-03 11:00:00
270.68,672,purchase,Houston,0,2025-09-03 12:00:00
239.78,551,purchase,Houston,0,2025-09-03 13:00:00
1721.52,176,purchase,San Diego,0,2025-09-03 14:00:00
3001.09,525,purchase,Phoenix,0,2025-09-03 15:00:00
227.89,315,purchase,Houston,0,2025-09-03 16:00:00
3234.13,67,purchase,San Diego,0,2025-09-03 17:00:00
1138.59,952,purchase,Chicago,0,2025-09-03 18:00:00
3267.58,760,refund,Los Angeles,0,2025-09-03 19:00:00
1022.27,553,purchase,Houston,0,2025-09-03 20:00:00
88.03,184,purchase,New York,0,2025-09-03 21:00:00
942.03,35,purchase,New York,0,2025-09-03 22:00:00
3165.75,934,purchase,Phoenix,0,2025-09-03 23:00:00
448.65,505,refund,New York,0,2025-09-04 00:00:00
744.0,849,purchase,Houston,0,2025-09-04 01:00:00
919.53,963,refund,San Diego,0,2025-09-04 02:00:00
60.37,802,purchase,San Diego,0,2025-09-04 03:00:00
5833.35,76,refund,Los Angeles,0,2025-09-04 04:00:00
445.24,472,purchase,Chicago,0,2025-09-04 05:00:00
1818.44,582,refund,Chicago,0,2025-09-04 06:00:00
1005.56,746,refund,New York,0,2025-09-04 07:00:00
3856.9,523,purchase,Chicago,0,2025-09-04 08:00:00
1645.92,880,refund,San Diego,0,2025-09-04 09:00:00
867.03,283,purchase,Philadelphia,0,2025-09-04 10:00:00
448.76,816,purchase,Phoenix,0,2025-09-04 11:00:00
2435.36,536,purchase,Austin,0,2025-09-04 12:00:00
168.44,274,refund,Dallas,0,2025-09-04 13:00:00
2092.03,539,purchase,San Antonio,0,2025-09-04 14:00:00
365.39,54,purchase,Philadelphia,0,2025-09-04 15:00:00
3836.38,55,purchase,Phoenix,0,2025-09-04 16:00:00
1288.58,888,refund,Phoenix,0,2025-09-04 17:00:00
2088.34,745,purchase,Austin,0,2025-09-04 18:00:00
1190.33,277,purchase,Dallas,0,2025-09-04 19:00:00
190.11,443,purchase,Austin,0,2025-09-04 20:00:00
463.72,883,purchase,Philadelphia,0,2025-09-04 21:00:00
2148.21,418,purchase,Houston,0,2025-09-04 22:00:00
1295.5,632,purchase,Houston,0,2025-09-04 23:00:00
3572.39,225,purchase,Houston,0,2025-09-05 00:00:00
1641.35,570,refund,Philadelphia,0,2025-09-05 01:00:00
417.09,255,purchase,New York,0,2025-09-05 02:00:00
494.69,176,purchase,Dallas,0,2025-09-05 03:00:00
1215.51,566,purchase,Los Angeles,0,2025-09-05 04:00:00
108.41,146,purchase,Los Angeles,0,2025-09-05 05:00:00
5845.58,771,purchase,Phoenix,0,2025-09-05 06:00:00
1705.73,664,purchase,Houston,0,2025-09-05 07:00:00
3740.72,385,refund,Chicago,0,2025-09-05 08:00:00
225.74,262,purchase,Phoenix,0,2025-09-05 09:00:00
3806.88,531,purchase,San Antonio,0,2025-09-05 10:00:00
10213.84,854,purchase,Austin,0,2025-09-05 11:00:00
292.69,371,purchase,Los Angeles,0,2025-09-05 12:00:00
2371.79,683,purchase,Philadelphia,0,2025-09-05 13:00:00
1097.85,891,refund,Houston,0,2025-09-05 14:00:00
234.06,904,purchase,Los Angeles,0,2025-09-05 15:00:00
1795.22,197,purchase,New York,0,2025-09-05 16:00:00
2524.01,948,purchase,San Diego,0,2025-09-05 17:00:00
601.17,585,purchase,Phoenix,0,2025-09-05 18:00:00
3518.95,815,purchase,Austin,0,2025-09-05 19:00:00
207.11,597,purchase,Los Angeles,0,2025-09-05 20:00:00
245.98,284,purchase,San Diego,0,2025-09-05 21:00:00
1257.14,302,purchase,Chicago,0,2025-09-05 22:00:00
1124.83,132,purchase,San Antonio,0,2025-09-05 23:00:00
535.62,120,purchase,Los Angeles,0,2025-09-06 00:00:00
2464.13,728,refund,San Antonio,0,2025-09-06 01:00:00
1864.77,136,refund,Houston,0,2025-09-06 02:00:00
2586.7,628,purchase,Austin,0,2025-09-06 03:00:00
969.58,573,purchase,New York,0,2025-09-06 04:00:00
2003.36,529,purchase,Phoenix,0,2025-09-06 05:00:00
702.29,34,refund,Houston,0,2025-09-06 06:00:00
8551.13,532,purchase,San Diego,0,2025-09-06 07:00:00
486.61,208,purchase,New York,0,2025-09-06 08:00:00
9002.86,970,purchase,Los Angeles,0,2025-09-06 09:00:00
1135.57,674,purchase,Phoenix,0,2025-09-06 10:00:00
277.13,299,purchase,Austin,0,2025-09-06 11:00:00
4307.36,522,purchase,Austin,0,2025-09-06 12:00:00
1243.77,94,purchase,Los Angeles,0,2025-09-06 13:00:00
2568.62,414,purchase,New York,0,2025-09-06 14:00:00
3728.85,371,purchase,Philadelphia,0,2025-09-06 15:00:00
1537.57,409,refund,Austin,0,2025-09-06 16:00:00
606.53,383,purchase,Houston,0,2025-09-06 17:00:00
2909.43,441,purchase,Phoenix,0,2025-09-06 18:00:00
1097.46,878,purchase,Chicago,0,2025-09-06 19:00:00
2177.34,447,refund,Austin,0,2025-09-06 20:00:00
127.26,619,purchase,Philadelphia,0,2025-09-06 21:00:00
1714.68,617,refund,Houston,0,2025-09-06 22:00:00
579.06,71,purchase,Philadelphia,0,2025-09-06 23:00:00
5729.08,943,purchase,Phoenix,0,2025-09-07 00:00:00
2044.87,84,purchase,Los Angeles,0,2025-09-07 01:00:00
1393.9,209,purchase,Houston,0,2025-09-07 02:00:00
1783.46,259,purchase,Los Angeles,0,2025-09-07 03:00:00
404.06,239,purchase,Phoenix,0,2025-09-07 04:00:00
5559.46,302,purchase,Chicago,0,2025-09-07 05:00:00
8033.46,232,purchase,Philadelphia,0,2025-09-07 06:00:00
1624.43,932,purchase,Phoenix,0,2025-09-07 07:00:00
5379.78,282,purchase,Los Angeles,0,2025-09-07 08:00:00
620.7,394,purchase,Austin,0,2025-09-07 09:00:00
494.17,418,purchase,San Diego,0,2025-09-07 10:00:00
1142.44,206,purchase,Philadelphia,0,2025-09-07 11:00:00
1694.16,264,purchase,Dallas,0,2025-09-07 12:00:00
739.53,311,purchase,Chicago,0,2025-09-07 13:00:00
1877.63,859,purchase,Houston,0,2025-09-07 14:00:00
1489.79,906,refund,San Diego,0,2025-09-07 15:00:00
404.11,697,purchase,San Antonio,0,2025-09-07 16:00:00
1842.34,626,purchase,San Diego,0,2025-09-07 17:00:00
2600.68,79,purchase,Dallas,0,2025-09-07 18:00:00
1301.76,869,purchase,San Diego,0,2025-09-07 19:00:00
3472.56,342,purchase,San Diego,0,2025-09-07 20:00:00
324.6,813,purchase,Philadelphia,0,2025-09-07 21:00:00
1751.01,562,purchase,Los Angeles,0,2025-09-07 22:00:00
340.26,832,purchase,San Antonio,0,2025-09-07 23:00:00
359.93,95,purchase,Houston,0,2025-09-08 00:00:00
583.51,770,purchase,Chicago,0,2025-09-08 01:00:00
427.49,941,purchase,Houston,0,2025-09-08 02:00:00
633.97,351,purchase,Houston,0,2025-09-08 03:00:00
885.23,62,purchase,Chicago,0,2025-09-08 04:00:00
2532.99,142,purchase,Dallas,0,2025-09-08 05:00:00
795.4,842,purchase,Chicago,0,2025-09-08 06:00:00
224.61,734,purchase,Los Angeles,0,2025-09-08 07:00:00
3429.15,868,purchase,New York,0,2025-09-08 08:00:00
474.81,111,purchase,New York,0,2025-09-08 09:00:00
1034.09,616,purchase,Phoenix,0,2025-09-08 10:00:00
1713.92,527,purchase,Phoenix,0,2025-09-08 11:00:00
1338.91,782,purchase,Dallas,0,2025-09-08 12:00:00
3275.35,671,purchase,Houston,0,2025-09-08 13:00:00
1770.47,157,purchase,Phoenix,0,2025-09-08 14:00:00
463.45,539,purchase,Philadelphia,0,2025-09-08 15:00:00
9687.21,597,purchase,Austin,0,2025-09-08 16:00:00
1331.86,9,purchase,San Antonio,0,2025-09-08 17:00:00
946.39,276,purchase,Dallas,0,2025-09-08 18:00:00
2875.34,227,purchase,Philadelphia,0,2025-09-08 19:00:00
1407.33,186,purchase,New York,0,2025-09-08 20:00:00
1634.72,591,refund,San Diego,0,2025-09-08 21:00:00
13255.71,216,purchase,Los Angeles,0,2025-09-08 22:00:00
832.87,433,purchase,Dallas,0,2025-09-08 23:00:00
798.1,569,purchase,San Antonio,0,2025-09-09 00:00:00
1232.23,656,purchase,San Antonio,0,2025-09-09 01:00:00
3201.95,356,purchase,Austin,0,2025-09-09 02:00:00
243.1,843,purchase,Austin,0,2025-09-09 03:00:00
153.61,392,refund,Phoenix,0,2025-09-09 04:00:00
609.65,579,purchase,San Diego,0,2025-09-09 05:00:00
214.02,275,purchase,Austin,0,2025-09-09 06:00:00
717.07,494,purchase,New York,0,2025-09-09 07:00:00
1812.57,617,purchase,Chicago,0,2025-09-09 08:00:00
450.0,451,purchase,Dallas,0,2025-09-09 09:00:00
263.27,420,purchase,New York,0,2025-09-09 10:00:00
1175.37,985,refund,San Diego,0,2025-09-09 11:00:00
2598.12,700,purchase,Philadelphia,0,2025-09-09 12:00:00
201.35,164,purchase,Austin,0,2025-09-09 13:00:00
2490.48,779,purchase,Phoenix,0,2025-09-09 14:00:00
2483.21,563,purchase,Philadelphia,0,2025-09-09 15:00:00
2847.18,638,purchase,Phoenix,0,2025-09-09 16:00:00
3708.86,592,purchase,Dallas,0,2025-09-09 17:00:00
9917.08,183,purchase,Los Angeles,0,2025-09-09 18:00:00
768.09,310,purchase,Austin,0,2025-09-09 19:00:00
1223.62,17,purchase,Philadelphia,0,2025-09-09 20:00:00
723.11,446,purchase,Houston,0,2025-09-09 21:00:00
1098.8,170,refund,Chicago,0,2025-09-09 22:00:00
5079.02,280,purchase,Phoenix,0,2025-09-09 23:00:00
285.71,913,purchase,Los Angeles,0,2025-09-10 00:00:00
463.57,816,purchase,Chicago,0,2025-09-10 01:00:00
4346.74,340,purchase,San Antonio,0,2025-09-10 02:00:00
3041.29,726,purchase,New York,0,2025-09-10 03:00:00
762.7,710,purchase,Los Angeles,0,2025-09-10 04:00:00
2577.05,519,purchase,Chicago,0,2025-09-10 05:00:00
1542.59,910,purchase,Austin,0,2025-09-10 06:00:00
4916.12,11,purchase,San Antonio,0,2025-09-10 07:00:00
1181.46,524,purchase,Houston,0,2025-09-10 08:00:00
3058.35,622,purchase,San Diego,0,2025-09-10 09:00:00
15398.29,133,purchase,San Diego,0,2025-09-10 10:00:00
1994.4,901,refund,New York,0,2025-09-10 11:00:00
1152.08,640,purchase,Phoenix,0,2025-09-10 12:00:00
2258.48,148,refund,New York,0,2025-09-10 13:00:00
761.07,566,purchase,San Antonio,0,2025-09-10 14:00:00
11943.8,823,refund,Houston,0,2025-09-10 15:00:00
1313.0,954,purchase,San Diego,0,2025-09-10 16:00:00
834.7,79,purchase,San Diego,0,2025-09-10 17:00:00
475.47,346,purchase,Dallas,0,2025-09-10 18:00:00
3285.32,609,purchase,Philadelphia,0,2025-09-10 19:00:00
2610.21,249,purchase,San Antonio,0,2025-09-10 20:00:00
666.9,639,purchase,San Antonio,0,2025-09-10 21:00:00
1951.69,542,purchase,Phoenix,0,2025-09-10 22:00:00
242.61,24,purchase,San Antonio,0,2025-09-10 23:00:00
1319.45,471,purchase,Dallas,0,2025-09-11 00:00:00
1724.61,201,purchase,Houston,0,2025-09-11 01:00:00
6047.07,131,purchase,Los Angeles,1,2025-09-11 02:00:00
507.34,634,purchase,San Diego,0,2025-09-11 03:00:00
305.41,356,purchase,San Antonio,0,2025-09-11 04:00:00
447.9,944,refund,Philadelphia,0,2025-09-11 05:00:00
288.14,839,purchase,San Antonio,0,2025-09-11 06:00:00
4174.11,150,purchase,Chicago,0,2025-09-11 07:00:00
5159.73,526,purchase,Philadelphia,0,2025-09-11 08:00:00
1510.53,304,purchase,Austin,0,2025-09-11 09:00:00
3719.32,541,purchase,San Antonio,0,2025-09-11 10:00:00
1253.83,50,purchase,San Antonio,0,2025-09-11 11:00:00
997.14,464,purchase,Phoenix,0,2025-09-11 12:00:00
786.0,240,purchase,Chicago,0,2025-09-11 13:00:00
804.01,482,purchase,Los Angeles,0,2025-09-11 14:00:00
233.27,906,purchase,San Antonio,0,2025-09-11 15:00:00
1428.32,455,purchase,Houston,0,2025-09-11 16:00:00
1053.28,985,refund,Los Angeles,0,2025-09-11 17:00:00
2310.83,283,purchase,San Diego,0,2025-09-11 18:00:00
1204.14,335,refund,Los Angeles,0,2025-09-11 19:00:00
931.97,352,purchase,Philadelphia,0,2025-09-11 20:00:00
458.89,668,purchase,Houston,0,2025-09-11 21:00:00
1178.68,649,purchase,Dallas,0,2025-09-11 22:00:00
2294.42,327,purchase,Phoenix,0,2025-09-11 23:00:00
349.56,336,purchase,Houston,0,2025-09-12 00:00:00
1196.88,666,purchase,San Diego,0,2025-09-12 01:00:00
1384.43,995,purchase,Chicago,0,2025-09-12 02:00:00
534.82,81,purchase,Dallas,0,2025-09-12 03:00:00
609.2,87,purchase,San Diego,0,2025-09-12 04:00:00
1381.07,776,purchase,San Diego,0,2025-09-12 05:00:00
353.04,258,purchase,Austin,0,2025-09-12 06:00:00
1556.08,991,purchase,Phoenix,0,2025-09-12 07:00:00
447.93,185,purchase,New York,0,2025-09-12 08:00:00
3174.34,692,refund,Austin,0,2025-09-12 09:00:00
11359.71,698,purchase,Dallas,0,2025-09-12 10:00:00
463.7,123,refund,Los Angeles,0,2025-09-12 11:00:00
1870.96,889,purchase,New York,0,2025-09-12 12:00:00
530.2,96,purchase,Philadelphia,0,2025-09-12 13:00:00
3105.58,605,purchase,New York,0,2025-09-12 14:00:00
309.43,515,purchase,Austin,0,2025-09-12 15:00:00
1773.28,904,purchase,Austin,0,2025-09-12 16:00:00
458.06,443,purchase,Austin,0,2025-09-12 17:00:00
891.6,514,purchase,San Antonio,0,2025-09-12 18:00:00
391.1,991,purchase,San Antonio,0,2025-09-12 19:00:00
2495.76,958,refund,New York,0,2025-09-12 20:00:00
474.86,371,refund,Austin,0,2025-09-12 21:00:00
1904.48,305,purchase,Phoenix,0,2025-09-12 22:00:00
777.36,357,purchase,Chicago,0,2025-09-12 23:00:00
978.02,148,purchase,Los Angeles,0,2025-09-13 00:00:00
1271.25,285,purchase,Phoenix,0,2025-09-13 01:00:00
511.92,657,purchase,Phoenix,0,2025-09-13 02:00:00
1353.39,842,purchase,Los Angeles,0,2025-09-13 03:00:00
5066.14,873,purchase,Philadelphia,0,2025-09-13 04:00:00
503.66,918,purchase,San Antonio,0,2025-09-13 05:00:00
3539.75,262,purchase,New York,0,2025-09-13 06:00:00
4905.43,574,purchase,Chicago,0,2025-09-13 07:00:00
484.85,491,purchase,Houston,0,2025-09-13 08:00:00
255.94,738,refund,Los Angeles,0,2025-09-13 09:00:00
1483.21,31,purchase,Austin,0,2025-09-13 10:00:00
634.34,702,purchase,Phoenix,0,2025-09-13 11:00:00
7105.35,887,purchase,Houston,0,2025-09-13 12:00:00
1135.48,268,purchase,Los Angeles,0,2025-09-13 13:00:00
491.67,12,purchase,New York,0,2025-09-13 14:00:00
348.22,191,purchase,San Diego,0,2025-09-13 15:00:00
3261.38,400,purchase,Los Angeles,0,2025-09-13 16:00:00
619.44,537,purchase,Houston,0,2025-09-13 17:00:00
1145.77,918,purchase,Austin,0,2025-09-13 18:00:00
2852.08,91,purchase,Phoenix,0,2025-09-13 19:00:00
675.69,600,purchase,Los Angeles,0,2025-09-13 20:00:00
1047.41,844,purchase,Austin,0,2025-09-13 21:00:00
